"district_name","state","city","year_started","month_started","one_to_one","grade_levels","device_type","notes","source_url","source_2","seda_rank","seda_row_count","web_search","fb_search","leaid"
"Fontana Unified","CA","Fontana","2020","January","Yes (phased)","HS first (2020 Jan); MS 2020-21; Elem 2021-22","Laptop (Dell Latitude 3190)","1:1 Initiative launched Jan 2020 at Jurupa Hills HS, then Fontana, A.B. Miller, Summit HS; over 11,000 HS students received Dell Latitude 3190 2-in-1 laptops; planned 3-year phased rollout: HS Y1, MS Y2, Elem Y3","https://caschoolnews.net/articles/fontana-unified-11-initiative-to-tackle-digital-divide-provide-every-student-with-a-laptop/","https://www.fontanaheraldnews.com/news/fusds-new-initiative-will-provide-every-student-with-a-laptop/article_6bcaf572-58ea-11ea-bc51-d7e224890fb4.html","142","3095","1","0","0613920"
"School District U-46","IL","Elgin","2018","Fall","Yes (phased)","HS 2018-19; gr 5-12 2019-20; gr 2-12 2020-21; gr 1-12 current","Chromebook (PreK/K iPad)","2018-19 SY: all HS students 1:1 + MS Algebra/Geometry; expanded to gr 5-8 in 2019-20; 2nd-12th in 2020-21; PreK-K get iPads","https://www.u-46.org/Page/12800","https://patch.com/illinois/elgin/u-46-expands-chromebook-program-grades-5-8","143","3082","1","0","1713710"
"Fayette County Public Schools","KY","Lexington","2017","","Yes","Not specified","Chromebook","District began 1:1 technology initiative in 2017 to enhance digital learning; pandemic 2020 strained device supply, district short 12000 Chromebooks at start of virtual SY","https://steam.fcps.net/students/student-technology/chromebooks","https://www.lex18.com/news/back-to-school/fayette-county-public-schools-short-12-000-chromebooks-to-start-virtual-school-year","144","3080","1","0","2101860"
"Riverside Unified","CA","Riverside","2014","Fall","Yes (phased)","Personalized learning at 5 pilot schools first; 5000+ Chromebooks in 2014-15","Chromebook","In 2014-15 added 5000+ Chromebooks; partnered with Education Elements for Bill & Melinda Gates NextGen Systems grant; long-time leader in personalized learning K-12","https://www.edsurge.com/schools/riverside-unified-school-district","http://www.prweb.com/releases/2014/08/prweb12095021.htm","145","3078","1","0","0633150"
"Socorro ISD","TX","El Paso","2014","Fall","Yes (phased HS)","HS phase first (Socorro HS 782 freshmen 2014, then all HS by ~2018)","Laptop","DNA 1:1 program started 2014 at Socorro HS with 782 freshmen; expanded to Pebble Hills, Americas, El Dorado, Eastlake, Montwood, Mission Early College, Options HS and 2 MS over 4 years; 8500+ students by ~2018","https://elpasoheraldpost.com/socorro-isd-freshmen-receive-laptops-modern-learning/","","146","3072","1","0","4840710"
"Beaverton School District","OR","Beaverton","2015","Fall","Yes","HS first; gr 6-12 currently checked out","Chromebook","Future Ready initiative funded by 2014 school bond; every HS student got Chromebooks fall 2015 to use in class and take home; gr 6-12 checkout currently","https://pamplinmedia.com/bvt/15-news/321920-201290-chromebooks-deployed-at-all-beaverton-school-district-high-schools","https://www.beaverton.k12.or.us/departments/teaching-learning/future-ready","147","3066","1","0","4101920"
"Clovis Unified","CA","Clovis","2020 (by)","","Yes (likely)","Not specified","Laptop","upper bound; CUSD has 'Laptop Program' but search did not surface a clear pre-2020 1:1 launch date; California 1:1 expansion mostly tied to 2020 distance learning","https://www.cusd.com/laptop-program-faqs","","148","3048","1","0","0609030"
"Forsyth County Schools","GA","Cumming","2008","Fall","Yes (BYOT first)","BYOT pioneer ~2008-09; now 1:1 Chromebook gr 6-12","Mixed (BYOT then Chromebook)","Among first US districts to implement BYOT (Bring Your Own Technology), in fifth year of BYOT by 2013 (so launched ~2008-09); featured on NBC Nightly News May 2012; now 1:1 Chromebook for gr 6-12","https://en.wikipedia.org/wiki/Forsyth_County_Schools","https://byotnetwork.com/tag/forsyth-county-schools/","149","3042","1","0","1302220"
"Henry County Schools","GA","McDonough","2017","Fall","Yes (phased)","gr 3-12 Chromebook; K-2 iPad","Mixed (Chromebook + iPad)","EmpowerHCS 1:1 launched 2017-18 SY; ~$36M E-SPLOST funded (voter-approved 2016); gr 3-12 HP Chromebook Education Edition; K-2 Apple iPad","https://schoolwires.henry.k12.ga.us/Page/110713","https://schoolwires.henry.k12.ga.us/site/Default.aspx?PageType=3&DomainID=1&PageID=1&ViewID=6446ee88-d30c-497e-9316-3f8874b3e108&FlexDataID=164504","150","2988","1","0","1302820"
"Horry County Schools","SC","Conway","2014","January","Yes (phased)","PDL initiative gr 3-12 over 3 years from Jan 2014; HS laptop, MS iPad, ES iPad initially","Mixed (laptop/iPad/Chromebook)","Personalized Digital Learning (PDL) initiative; pilot in MS in late 2013-14; rollout to gr 3-12 began Jan 2014 over 3 yrs; funded by local-option penny sales tax; HS laptops, MS iPads, ES iPads originally; now Chromebooks district-wide","https://www.edelements.com/the-horry-county-schools-case-study-scaling-blended-learning","https://digitalcommons.coastal.edu/tejsc/vol7/iss1/2/","151","2972","1","0","4502490"
"Frederick County Public Schools","MD","Frederick","2014","","Yes (phased)","MS Chromebook carts 2014; BYOD allowed; gr 1:1 Chromebook by 2020s","Chromebook","Technology Now: Digital Conversion Project Plan funded $1M in 2014 to deploy 2,440 Dell Chromebooks/81 carts to 15 MS sites; expanded BYOD; transitioned to full 1:1 Chromebook (BYOD ended 2024-25)","https://www.fcps.org/technology","https://lhslance.org/2024/news/fcps-ends-bring-your-own-device-program-for-all-students/","152","2921","1","0","2400330"
"Durham Public Schools","NC","Durham","2020","Spring","Yes","K-12","Chromebook","COVID-era emergency 1:1 rollout in 2020 when schools shuttered; every student got a Chromebook; district now sustaining via annual technology fee ($15 elem/$30 MS-HS)","https://carolinapublicpress.org/74834/a-computer-in-every-lap-nc-schools-rethinking-one-to-one-device-access/","https://www.dpsnc.net/page/technology-fee","153","2915","1","0","3701260"
"Richardson ISD","TX","Richardson","2020 (by)","","Yes","gr 7-12 secondary 1:1","Chromebook","upper bound; HS 1:1 in place by 2019 (TCEA 2019 article describes expansion into JH); HS students take devices home, JH students check out daily; 7th-grade and 10th-grade refresh cycle; HP Chromebook G5 Education Edition","https://edtechmagazine.com/k12/article/2019/02/tcea-2019-texas-district-tackles-11-chromebooks-junior-high-schools","https://web.risd.org/instructionaltechnology/technology-operations/","154","2911","1","0","4837020"
"Buffalo Public Schools","NY","Buffalo","2020","Fall","Yes","K-12 (PreK-1 iPad, others mixed)","Mixed (iPad + laptop)","COVID-driven 1:1; ~9,800 iPads ordered for PreK/K/1 with $9M state funding; first iPad batch arrived mid-Oct 2020; supply chain delays due to nationwide demand","https://www.govtech.com/network/buffalo-ny-reaches-goal-of-device-for-every-student.html","https://buffalonews.com/news/local/education/in-the-buffalo-public-schools-a-device-for-every-student-finally/article_6f73fa08-16f3-11eb-8870-8b3ba4471bee.html","155","2904","1","0","3605850"
"Mesquite ISD","TX","Mesquite","2020 (by)","Spring","Yes","PK-12","Mixed (Chromebook + iPad)","upper bound; 1:1 district by 2020; Apr 2020 distributed iPads/Chromebooks/hotspots for COVID virtual start; $20/yr device insurance fee; pre-pandemic launch date not surfaced in search","https://www.cbsnews.com/texas/news/mesquite-isd-doles-out-ipads-chromebooks-for-students-ahead-of-schools-virtual-start/","https://www.mesquiteisd.org/student-technology","156","2898","1","0","4830390"
"Chatham County Schools","GA","Savannah","2020 (by)","","Yes","K-12","Mixed (Chromebook + iPad)","upper bound; SCCPSS distributes both Chromebooks and iPads to students; clear pre-2020 1:1 launch date not surfaced; Aug 2020 SCCPSS waiting on more Chromebooks for virtual start","https://www.wtoc.com/2020/08/17/sccpss-waiting-delivery-more-chromebooks/","https://www.sccpss.com/departments/tbs","157","2895","1","0","1301020"
"Anoka-Hennepin Schools","MN","Anoka","2020","Fall","Yes","gr 6-12 (1:1); ES classroom iPad/Chromebook","Chromebook","COVID-driven; itopia partnership enabled district to adopt 1:1 Chromebook initiative for secondary in 2020-21 SY; Adobe partnership Trimester 1 2020-21; 28000+ Chromebooks distributed first week of school for gr 6-12","https://itopia.com/itopia-enables-students-at-anoka-hennepin-school-district-to-learn-and-create-in-the-cloud/","https://www.ahschools.us/services/technology","158","2847","1","0","2703180"
"Clear Creek ISD","TX","League City","2013","August","Yes (phased)","gr 4-12 by fall 2015 (initial phase started Aug 2013)","Tablet (Dell Latitude 10) initially; later HP ProBook x360","'Latitude 2 Learn' phased deployment started Aug 2013; goal was every student gr 4-12 by fall 2015; 40000 students and 5000 teachers; Dell partnership; later transitioned to HP ProBook x360","https://www.dell.com/en-us/blog/clear-creek-isd-implementing-a-new-vision-for-public-education/","https://communityimpact.com/houston/bay-area/education/2021/10/07/clear-creek-isd-seeks-federal-funding-to-replace-64-million-worth-of-laptops-for-2021-22/","159","2832","1","0","4814280"
"Lincoln Public Schools","NE","Lincoln","2014","Fall","Yes (phased)","K-1 iPad classroom; gr 2-5 Chromebook at school; gr 6-12 1:1 take-home","Chromebook (gr 2-12); iPad (K-1)","CLASS technology plan started 2014; pilot at Culler MS + Riley Elem 5th gr; Fall 2016 all HS at Southeast/Northeast plus gr 3-6 district-wide; $9M 3-year board-approved 1:1 initiative; 30000 Chromebooks planned","https://journalstar.com/news/local/education/lps-ready-to-start-chromebook-rollout/article_6216208c-ea82-5be3-8d61-bb1e61b82702.html","https://home.lps.org/technology/student-devices/","160","2826","1","0","3172840"
"St. Louis Public Schools","MO","St. Louis","2020","Spring","Yes","K-12","Chromebook","COVID-driven 1:1; drive-thru distribution post-spring break 2020; received CARES Act funded Chromebook support; clear pre-2020 1:1 launch not surfaced","https://callnewspapers.com/drive-thru-chromebooks-handed-out-as-spring-break-ends/","https://lsem.org/wp-content/uploads/2022/02/Technology-Access-During-COVID-19-and-Beyond-White-Paper.pdf","161","2821","1","0","2929280"
"Chesapeake Public Schools","VA","Chesapeake","2020","Fall","Yes","gr 4-12 take-home; K-3 classroom-only","Chromebook","COVID-era rollout; gr 4-12 must complete digital Student Loan Agreement; K-3 not assigned take-home devices but use in-classroom; some pandemic delays with 1000+ on waitlist","https://cpschools.com/technology/student-11-devices/","https://www.13newsnow.com/article/news/local/outreach/back-to-school/some-chesapeake-public-schools-parents-ready-students-for-first-virtual-day-without-laptops/291-80be4dbf-cb7d-4283-a497-ed98220c71e5","162","2806","1","0","5100810"
"Washington Elementary School District","AZ","Phoenix","2020 (by)","","Yes (likely)","K-8","Chromebook","upper bound; WESD is largest elementary district in AZ (~18000 PreK-8); no clear pre-2020 1:1 launch date surfaced via WebSearch; pandemic-era device distribution likely","https://www.wesdschools.org/","","163","2804","1","0","0409060"
"Leon County Schools","FL","Tallahassee","2020","Fall","Yes","K-12","Chromebook","Path to 1:1 began 2019-20 SY with 32500 Chromebook order; $11M four-year lease approved June 2020; first shipment Oct 2020; full distribution by Thanksgiving 2020; 900 charging stations for elem homerooms","https://tallahasseereports.com/2020/06/02/school-board-approves-11-million-plan-for-one-to-one-technology-access/","https://www.wctv.tv/2020/10/26/leon-county-schools-receive-32k-chromebooks-working-to-distribute-to-students/","164","2803","1","0","1201110"
"Harford County Public Schools","MD","Bel Air","2020","Fall","Yes (phased)","K-9 Chromebook; 9-12 Microsoft laptops; full 1:1 by 2025-26 (iPad K-?, Chromebook, Dell laptop)","Mixed (Chromebook + Microsoft laptop + iPad)","COVID-era launch 2020; 27000 Chromebooks ordered Aug 2020 with significant supply delays; gr 4-12 first to be devices'd, K-3 lagged due to shortage; full 1:1 K-12 by 2025-26 SY","https://patch.com/maryland/belair/device-shortage-harford-county-public-schools-prompts-new-plan","https://www.hcps.org/departments/communications/ViewNewsFlash.aspx?id=147","165","2802","1","0","2400390"
"Spring ISD","TX","Spring","2020","August","Yes","K-12","Chromebook","COVID-driven 1:1 distribution Aug 6-14 2020 for 2020-21 SY (HS Aug 6-7, MS Aug 10-11, ES Aug 13-14); fall semester started remotely","https://abc13.com/spring-isd-chromebooks-student-laptops-computers/6359541/","https://communityimpact.com/houston/spring-klein/education/2020/08/06/spring-isd-to-distribute-chromebooks-to-students-aug-6-14/","166","2775","1","0","4841220"
"San Jose Unified","CA","San Jose","2020","Spring","Yes","K-12","Mixed (Chromebook + iPad)","COVID-era distribution; ~500 Chromebooks distributed by May 2020 with 1200 more that week; current state: K-12 students eligible for iPad or Chromebook; gr 4-12 universal Chromebook now","https://sanjosespotlight.com/silicon-valley-schools-scramble-to-close-enduring-gaps-during-covid-19/","https://www.sjusd.org/resources/general-resources/technology","167","2767","1","0","0634590"
"Peoria Unified","AZ","Glendale","2017","January","Yes (phased HS)","HS students issued HP ProBook 11EE G2 in Jan 2017; full district laptop in 2022-23 via ECF","Laptop (HP ProBook then HP360)","Peoria began issuing HS students laptops Jan 2017 (HP ProBook 11EE G2 with touchscreen) after mandatory orientation; expanded to every student 2022-23 via federal Emergency Connectivity Fund using HP360","https://www.peoriaunified.org/Page/3864","https://www.peoriaunified.org/laptops","168","2762","1","0","0406250"
"Anaheim Elementary","CA","Anaheim","2019","Fall","Yes","K-6 (all 24 schools)","Mixed (Chromebook, Chromebox, iPad)","Beginning 2019-20 SY every student at every school had access to STEAM curriculum and 1:1 device (Chromebook, Chromebox, or iPad); 24 school sites; integrated tech instruction daily","https://anaheimelementary.org/aesd-technology/","https://anaheimelementary.org/steam/","169","2759","1","0","0602610"
"St. Tammany Parish Schools","LA","Covington","2020","Spring","Yes","K-12","Chromebook","District accelerated Chromebook plan in March 2020 due to pandemic; 35000 Chromebooks ordered, 32000+ received and formatted by late 2020; all K-3 students received devices by Dec 2020; ~37000 students in 55 schools","https://www.nola.com/news/communities/st_tammany/article_6cb9f240-c2c0-11ea-9207-ab2cd59a318f.html","https://www.stpsb.org/our-schools/technology-resources","170","2754","1","0","2201650"
