"district_name","state","city","year_started","month_started","one_to_one","grade_levels","device_type","notes","source_url","source_2","seda_rank","seda_row_count","web_search","fb_search","leaid"
"Lynchburg City Pblc Schs","VA","Lynchburg","2014","September","Yes (phased)","9th grade 2014-15; all HS 2015-16; expanded to gr6-12; gr2-12 by 2020-21","Chromebook","LCS-ONE initiative; 9th graders at E.C. Glass and Heritage HS received Chromebooks Sept 2014-15 SY; 2,000+ HS students by 2015-16; COVID-era expanded to gr3-5 (2020-21); eventually all gr2-12","https://newsadvance.com/news/local/lcs-students-enhance-learning-with-chromebooks/article_db5ff79c-6676-5bf5-b042-1311c5a3dd0c.html","https://www.lcsedu.net/parents/lcs-one","1097","641","1","0","5102340"
"Cedar Hill ISD","TX","Cedar Hill","2020 (by)","","Yes","K-12","Chromebook","Upper bound; district has Student Chromebooks program; CHipIn Fund started 2022 to support device fees; optional insurance plan for 2024-25 SY; no pre-2020 firm launch year found","https://www.chisd.net/services/technology/student-chromebooks","","1098","641","1","0","4813230"
"Lyon County School District","NV","Yerington","2020 (by)","","Yes (likely)","K-12","Chromebook","Upper bound; Connecting Kids Nevada effort references Chromebook access for Lyon County students; no specific 1:1 launch year found; COVID-era rollout assumed","https://news3lv.com/news/local/connecting-kids-nevada-works-to-get-internet-chromebook-access-for-students","","1099","641","1","0","3200300"
"West Ottawa Public School District","MI","Holland","2016","August","Yes","6-12","Chromebook","2014 bond passed spring 2014; planning since 2013; WOHS students received Chromebooks Aug 22 2016 during registration; HS deployed fall 2016; 7th-8th deployed 2017; 6th grade 2017; elem have classroom sets; 2016 is the firm deployment start","https://www.westottawa.net/chromebooks/","http://www.westottawa.net/bond-2014-update/","1100","641","1","0","2635910"
"South Brunswick School District","NJ","South Brunswick","","","Yes (likely)","K-12","Chromebook","Chromebook classrooms documented in K-5; no specific rollout year found","https://sbtechpd.weebly.com/chromebook-classrooms.html","https://www.sbschools.org/departments/technology","1101","640","1","0","3415210"
"Taunton","MA","Taunton","2020 (by)","","Yes (likely)","K-12","Chromebook","COVID-era distribution mentioned in parent comms; district has chromebook policy; upper bound only","https://sites.google.com/tauntonschools.net/tpslearning/home","https://www.tauntonschools.org/","1102","640","1","0","2511520"
"Forney ISD","TX","Forney","2016","","Yes","K-12","Chromebook","Board of Trustees voted Feb 29 2016 to purchase 8000 HP Chromebooks for 1:1 initiative","https://www.texasisd.com/search/results/search&keywords=Chromebook/","https://www.forneyisd.net/departments/informationtechnology","1103","639","1","0","4819560"
"Portage Public Schools","MI","Portage","2015","","Yes (phased)","7-12 first; K-6 phased in by 2020","Chromebook","Bond millage passed 2015 enabled 1-1 Computing initiative; 7th-8th first, then expanding to all grades by 2020","https://portageps.org/departments/technology/1to1-computing/","","1104","639","1","0","2628950"
"Allegany County Public Schools","MD","Cumberland","","","Yes (likely)","K-12","Chromebook","All students provided a device (Chromebook or laptop); 12th grade college algebra gets Windows; no firm rollout year found","https://alleganygov.org/1811/Connected-Device-Program","https://www.acpsmd.org/","1105","638","1","0","2400030"
"Castro Valley Unified","CA","Castro Valley","2020","Fall","Yes","TK-12","Chromebook","2020-21 school year first full 1:1 Chromebook program TK-12; each student assigned own device for home and school use","https://sites.google.com/cv.k12.ca.us/technology-resources/parents-guardians","https://www.smore.com/19teq-technology-information-and-updates","1106","638","1","0","0607800"
"Kingman Unified School District","AZ","Kingman","","","Yes (likely)","K-12","Chromebook","District has Chromebook program; no specific rollout year found in web searches","https://www.kusd.org/","","1107","638","1","0","0400295"
"Sumter 17","SC","Sumter","","","Yes (likely)","K-12","Chromebook","One-to-Global initiative provides device to each K-12 student; no specific launch year found","https://4.files.edl.io/44cd/08/02/22/142533-01d0177b-b255-43b8-b66e-0324dd22644b.pdf","https://www.sumterschools.net/","1108","637","1","0","4503690"
"Lauderdale County","AL","Florence","","","Yes (phased)","7-12","Chromebook","STEP initiative: Dell Chromebooks for grades 7-12 (started with 8th grade, expanded); elementary uses shared carts; no firm year found","https://www.lcschools.org/departments/student-support-services/step-technology-initiative","https://www.lcschools.org/departments/technology-services","1109","635","1","0","0102010"
"Santa Barbara Elementary","CA","Santa Barbara","","","Yes (likely)","K-6","iPad","Santa Barbara ESD (elementary only, K-6); techEQUITY iPad program well-documented for SBUSD; no firm year for this specific ESD","https://www.sbunified.org/departments/ets/techequity","","1110","634","1","0","0635360"
"Newark Unified","CA","Newark","","","Yes (likely)","K-12","Chromebook","District has chromebook resources page; initiatives page exists; no specific rollout year confirmed","http://chrome.newarkunified.org/","https://www.newarkunified.org/district/initiative","1111","634","1","0","0627060"
"Arcadia Unified","CA","Arcadia","2014","","Yes","K-12","Chromebook","2014 started three-year 1:1 Chromebook rollout; ~10000 devices for all students and staff across 3-year period","https://www.marq.com/pages/customers/case-studies/arcadia","https://www.ausd.net/apps/pages/tis","1112","634","1","0","0602970"
"Neshaminy SD","PA","Langhorne","2019 (by)","","Yes (phased)","5-12 (expanding)","Chromebook","Expanding 1:1 initiative; grades 5-12 had take-home Chromebooks by early 2020; 2019-20 listed as expansion year 1; K-4 shared devices","https://buckscountyeducation.com/2020/04/online-learning-at-neshaminy-we-got-this/","https://sites.google.com/neshaminy.org/neshaminyonetoone/facts/chromebook-facs","1113","633","1","0","4216410"
"Pueblo County School District 70","CO","Pueblo","","","Yes (likely)","K-12","Chromebook","1:1 device program noted on district site; students sign Assigned Technology Device Use Agreement; no firm rollout year","https://www.district70.org/m/pages/index.jsp?uREC_ID=117110&type=d","","1114","633","1","0","0806150"
"Webster Central School District","NY","Webster","2016","April","Yes","K-12","Mixed (iPad/Chromebook)","Board approved April 7 2016; Transforming Learning Through Technology 1:1 initiative; iPads and Dell Chromebooks","https://www.websterschools.org/districtpage.cfm?pageid=1168","https://www.websterschools.org/districtpage.cfm?pageid=1482","1115","632","1","0","3630360"
"Plymouth","MA","Plymouth","","","Yes (likely)","K-12","Chromebook","Plymouth Public Schools references Chromebook program at multiple schools; no specific rollout year documented","https://www.plymouth.k12.ma.us/o/pnhs/page/student-resources","","1116","632","1","0","2509720"
"Hanford Elementary","CA","Hanford","","","Yes (likely)","K-8","Chromebook","Hanford Elementary School District; Chromebook program present; no specific rollout year found","https://www.hanfordesd.org/","","1117","632","1","0","0616470"
"Madison City","AL","Madison","2020 (by)","July","Yes","K-12","Chromebook","July 2020 began distributing Chromebooks and hotspots to students; upper bound; may have earlier use","https://www.waff.com/2020/07/28/madison-city-schools-begin-distributing-chromebooks-hot-spots/","https://www.madisoncity.k12.al.us/domain/135","1118","632","1","0","0100008"
"Valdosta City","GA","Valdosta","2020 (by)","","Yes (likely)","K-12","Chromebook","Students assigned Chromebooks for remote learning use during COVID closures; upper bound","https://www.valdostadailytimes.com/news/local_news/valdosta-city-schools-offers-reopening-options/article_c6b5e373-1355-517f-b5e5-d0e845d59feb.html","https://www.gocats.org/","1119","631","1","0","1305310"
"Bedford County","TN","Shelbyville","","","Yes (likely)","K-12","Chromebook","Bedford County Schools has technology department; Chromebooks referenced; no specific rollout year found","https://www.bedfordk12tn.com/apps/pages/index.jsp?uREC_ID=1710001&type=d&pREC_ID=1873630","","1120","630","1","0","4700180"
"Springfield City","OH","Springfield","","","Yes (likely)","K-12","iPad","Each student receives Apple iPad as part of 1:1 Technology Initiative; no specific launch year found","https://www.scsdoh.org/page/technology","","1121","630","1","0","3904481"
"Vance County Schools","NC","Henderson","","","Yes (likely)","K-12","Chromebook","Vance County is a 1:1 district per district website; no specific rollout year found","https://www.vcs.k12.nc.us/domain/1404","","1122","630","1","0","3704650"
"Bryant School District","AR","Bryant","","","Yes (likely)","K-12","Chromebook","Bryant ordered ~1000 additional Chromebooks in 2020 to supplement existing stock; no firm rollout start year","https://www.bryantschools.org/page/technology","","1123","629","1","0","0503690"
"Frenship ISD","TX","Wolfforth","2021","Fall","Yes","3-12 (iPads preK-2)","Mixed (iPad/laptop)","Since 2021-22 SY every student has a device; preK-2 iPad stays at school; grades 3-5 Windows laptop; 6-12 also laptop","https://www.frenship.net/apps/pages/1-1Technology","https://4.files.edl.io/a72a/09/06/23/133758-2746ca66-876c-421d-af01-779dfc798eb6.pdf","1124","628","1","0","4819830"
"Birmingham Public Schools","MI","Birmingham","","","Partial","MS: Chromebook/laptop; HS: laptops","Mixed (Chromebook/laptop)","Berkshire MS 6th graders get Dell Chromebook 3110; 7th-8th Dell 2-in-1 laptop; BYOD page also exists; no firm 1:1 rollout year","https://berkshire.birmingham.k12.mi.us/student-life/student-tech-support/dell-3110-student-chromebooks","https://www.birmingham.k12.mi.us/Page/351","1125","627","1","0","2605850"
"Haverhill","MA","Haverhill","","","Yes","K-12","Chromebook","Every student K-12 receives HPS-issued Chromebook per district 1:1 initiative; no specific launch year found","https://www.haverhill-ps.org/technology/athome/faqs/","","1126","627","1","0","2505970"
"Moses Lake School District","WA","Moses Lake","","","Yes (phased)","5-12","Chromebook","4700 students 5th-12th grade receive Chromebooks per 1:1 initiative; no specific launch year confirmed in sources","https://www.mlsd161.org/47418_3","https://www.mlsd161.org/instructional-tech","1127","626","1","0","5305220"
"Fallbrook Union Elementary","CA","Fallbrook","2015","Fall","Yes (phased)","4-8 first","Chromebook","2015-16 SY every student grades 4-6 received 1:1 Chromebook; Potter Jr. High and middle schools also rolled out Jan-Feb 2016","https://secure.smore.com/bxxc1-curriculum-corner","","1128","626","1","0","0613500"
"Spring-Ford Area SD","PA","Royersford","","","Yes","5-12","Chromebook","Students in grades 5-12 pay Device Insurance Fee; Lenovo 500E Chromebooks issued; no specific rollout year found","https://www.spring-ford.net/about-spring-ford/departments/technology/modernizing-learning","","1129","625","1","0","4222560"
"Clarkstown Central School District","NY","New City","","","Yes (likely)","K-12","Chromebook","District-issued laptops/Chromebooks documented; Smart Schools Bond Act funded; loaner program; no firm 1:1 rollout year","https://www.ccsd.edu/dept/techloaner","https://www.nysed.gov/smart-schools/clarkstown-central-school-district-approved-plans","1130","625","1","0","3620340"
"Fowler Elementary District","AZ","Phoenix","","","Yes (likely)","K-8","Chromebook","ECF grant secured ~2800 Chromebooks + 500 hotspots; district device page exists; no specific 1:1 rollout year","https://www.fesd.org/device","","1131","625","1","0","0403060"
"Del Mar Union Elementary","CA","San Diego","2014 (by)","","Yes","3-6","Chromebook","Google blog (2014): administration introduced Chromebooks and Google Apps between 2010-2014 to all 3rd-6th grade classes at all 8 schools; upper bound","https://www.blog.google/outreach-initiatives/education/california-schools-inspire-students-and-teachers-to-keep-their-heads-in-the-cloud/","https://www.dmusd.org/","1132","624","1","0","0610740"
"Elmhurst SD 205","IL","Elmhurst","2015","August","Yes (phased)","6-12 first","Chromebook","MLI@205 launched 2015-16 SY; York High School students required to purchase/use Chromebook daily; board approved; elementary added later","https://thisisyork.org/4514/news/york-transitions-to-chromebooks-for-the-15-16-school-year/","https://go.boarddocs.com/il/elmhurst/Board.nsf/files/CPYVXQ82E51C/$file/9.L.5.%20Memo%20-%209th%20Grade%20Chromebook%20Fee.docx.pdf","1133","623","1","0","1713970"
"Pulaski County","KY","Somerset","","","Yes (likely)","K-12","Chromebook","STEP/technology initiative; Chromebook technician on staff; no firm 1:1 rollout year documented in web sources","https://www.pulaski.net/departments/technology-information-systems/technology-information-systems-home-page","","1134","622","1","0","2104950"
"Pender County Schools","NC","Burgaw","","","Yes (likely)","K-12","Chromebook","Pender County is 1:1 per student device program page; no specific rollout year confirmed","https://www.pender.k12.nc.us/page/technology-services/","https://nc01911451.schoolwires.net/Domain/19303","1135","621","1","0","3703570"
